,TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLBadDerogCnt,TLDel60Cnt24
1472,0,1,0,1,1,5.0,2,111,5,0,1,3,4.0,10.0,5,0,2.0,3.0,0,0,7,0,0
1473,0,0,0,0,0,16.0,1,364,8,0,1,3,8.0,16.0,0,0,2.0,2.0,0,0,0,0,0
1474,0,0,0,0,0,13.0,0,197,6,0,1,2,6.0,9.0,0,0,1.0,4.0,2,0,1,0,1
1475,0,0,0,0,3,1.0,1,150,11,0,1,2,11.0,12.0,0,0,3.0,3.0,0,0,0,0,0
1476,0,0,0,0,5,2.0,5,153,6,0,1,3,5.0,13.0,2,0,3.0,3.0,0,0,3,0,0
1477,0,5,4,1,6,1.0,5,151,9,0,2,3,4.0,6.0,8,0,2.0,2.0,0,0,8,2,0
1478,0,0,0,0,12,0.0,2,115,2,1,1,2,9.0,16.0,2,1,5.0,5.0,0,1,3,1,1
1479,0,1,1,0,0,22.0,1,105,6,0,2,4,7.0,16.0,0,0,1.0,3.0,0,0,2,0,0
1480,0,0,0,0,0,,0,108,93,0,0,0,0.0,3.0,0,0,,,0,0,0,0,0
1481,0,2,0,0,2,0.0,5,301,7,0,1,4,9.0,16.0,0,0,5.0,5.0,1,0,2,0,0
1482,0,0,0,0,4,1.0,3,208,7,0,4,11,20.0,37.0,0,0,3.0,3.0,0,0,0,0,0
1483,0,0,0,0,1,0.0,1,180,22,0,0,1,18.0,24.0,0,0,13.0,13.0,0,0,0,0,0
1484,0,12,10,0,2,1.0,3,146,3,1,1,2,2.0,3.0,1,1,2.0,2.0,0,1,2,1,1
1485,0,0,0,0,3,1.0,4,203,5,0,2,11,18.0,23.0,0,0,4.0,5.0,0,0,0,0,0
1486,0,3,2,0,2,1.0,9,165,8,0,2,5,5.0,12.0,3,2,2.0,3.0,3,2,6,3,4
1487,0,0,0,0,7,2.0,6,109,2,4,7,13,15.0,22.0,0,0,3.0,6.0,0,0,0,0,0
1488,0,0,0,0,0,,0,154,154,0,0,0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0
1489,0,0,0,0,0,17.0,2,329,17,0,0,2,6.0,19.0,0,0,0.0,0.0,3,5,7,5,5
1490,0,0,0,0,12,1.0,9,156,6,0,1,4,7.0,18.0,0,0,4.0,5.0,0,0,0,0,0
1491,0,0,0,0,4,3.0,1,33,3,1,1,3,3.0,3.0,0,0,1.0,3.0,0,0,0,0,0
1492,0,1,1,0,1,0.0,1,128,9,0,1,1,5.0,11.0,3,0,1.0,2.0,0,0,6,1,0
1493,0,3,2,0,1,1.0,1,48,35,0,0,0,1.0,2.0,0,0,1.0,1.0,0,0,0,1,0
1494,0,2,1,0,2,1.0,0,73,2,1,7,10,13.0,20.0,0,0,6.0,9.0,2,1,2,1,2
1495,0,0,0,0,2,1.0,2,88,60,0,0,0,2.0,1.0,1,1,1.0,1.0,0,1,1,1,1
1496,0,0,0,0,2,1.0,1,100,3,1,7,11,12.0,18.0,0,0,5.0,5.0,0,0,0,0,0
1497,0,6,1,0,3,0.0,2,242,6,0,1,2,3.0,6.0,0,0,1.0,1.0,0,0,1,0,0
1498,0,0,0,0,1,5.0,0,327,35,0,0,0,9.0,9.0,0,0,6.0,7.0,0,0,0,0,0
1499,0,1,0,0,1,3.0,1,207,6,0,1,2,5.0,10.0,1,0,3.0,3.0,0,0,2,0,0
1500,0,1,0,1,4,2.0,4,90,2,1,1,1,4.0,2.0,3,2,2.0,3.0,0,2,3,2,2
1501,0,0,0,0,0,,0,11,11,0,1,1,1.0,1.0,0,0,,,0,0,0,0,0
1502,0,0,0,0,3,0.0,7,17,4,0,2,4,4.0,4.0,0,0,0.0,0.0,0,0,0,0,0
1503,0,1,1,0,1,5.0,2,142,11,0,1,3,9.0,19.0,0,0,5.0,6.0,0,0,0,0,0
1504,0,1,0,0,1,0.0,2,99,13,0,0,2,13.0,22.0,1,1,3.0,5.0,0,1,2,1,1
1505,0,0,0,0,1,1.0,2,199,5,0,2,4,12.0,17.0,0,0,2.0,3.0,0,0,0,0,0
1506,0,4,2,0,1,2.0,1,213,38,0,0,0,13.0,13.0,2,2,2.0,2.0,0,4,5,7,4
1507,0,2,0,1,7,1.0,5,175,5,0,1,4,5.0,8.0,10,0,4.0,5.0,0,0,11,0,0
1508,0,0,0,0,0,10.0,1,139,4,0,3,4,6.0,16.0,0,0,2.0,3.0,0,0,1,0,0
1509,0,0,0,0,31,0.0,42,111,4,0,3,4,3.0,5.0,1,0,1.0,1.0,0,0,1,0,0
1510,0,0,0,0,2,1.0,2,209,8,0,3,3,6.0,9.0,0,0,2.0,2.0,0,0,0,0,0
1511,0,2,2,0,0,,0,288,33,0,0,0,4.0,7.0,1,1,0.0,1.0,0,1,1,3,1
1512,0,0,0,0,3,1.0,1,141,6,0,2,3,10.0,11.0,0,0,2.0,4.0,0,0,0,0,0
1513,0,3,2,0,2,0.0,2,84,14,0,0,1,1.0,1.0,1,1,0.0,0.0,0,1,1,2,1
1514,0,5,2,1,7,1.0,1,197,9,0,2,2,6.0,8.0,0,0,1.0,1.0,1,0,0,0,0
1515,0,0,0,0,2,0.0,2,223,3,1,1,2,11.0,22.0,0,0,5.0,5.0,3,0,2,0,0
1516,0,0,0,0,3,1.0,3,240,1,1,9,15,23.0,33.0,0,0,9.0,15.0,0,0,0,0,0
1517,0,0,0,0,0,,0,6,6,0,1,1,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0
1518,0,0,0,0,2,1.0,1,169,4,0,2,5,13.0,19.0,0,0,4.0,6.0,3,1,5,1,4
1519,0,8,7,0,6,1.0,9,21,5,0,4,10,5.0,8.0,0,0,3.0,3.0,0,0,0,3,0
1520,0,0,0,0,1,5.0,0,303,2,1,3,5,15.0,24.0,0,0,8.0,11.0,0,0,0,0,0
1521,0,0,0,0,4,1.0,1,311,9,0,1,2,13.0,15.0,0,0,3.0,3.0,0,0,1,0,0
1522,0,0,0,0,9,2.0,6,188,6,0,2,6,10.0,26.0,0,0,6.0,9.0,1,0,2,0,0
1523,0,2,1,0,3,1.0,5,299,2,1,7,10,19.0,32.0,0,0,7.0,8.0,0,0,0,0,0
1524,0,0,0,0,4,1.0,2,256,3,1,1,4,20.0,30.0,0,0,4.0,6.0,0,0,0,0,0
1525,0,2,2,0,10,1.0,8,99,4,0,3,6,6.0,6.0,1,1,3.0,3.0,0,1,2,1,1
1526,0,0,0,0,0,,0,314,10,0,2,3,12.0,19.0,0,0,4.0,4.0,0,0,0,0,0
1527,0,0,0,0,1,1.0,1,129,3,1,1,3,18.0,23.0,0,0,5.0,10.0,0,0,0,0,0
1528,0,0,0,0,3,1.0,0,127,4,0,3,7,18.0,28.0,0,0,4.0,5.0,0,0,0,0,0
1529,0,0,0,0,4,1.0,6,234,8,0,2,7,17.0,33.0,0,0,1.0,4.0,3,0,1,0,1
1530,0,0,0,0,2,0.0,1,245,2,1,1,5,14.0,20.0,0,0,2.0,3.0,0,0,0,0,0
1531,0,1,1,0,2,1.0,0,42,25,0,0,0,3.0,4.0,1,1,1.0,2.0,0,2,2,2,2
1532,0,3,3,0,2,4.0,6,214,4,0,1,1,5.0,10.0,1,1,3.0,3.0,1,1,8,2,1
1533,0,0,0,0,0,8.0,1,341,9,0,5,8,15.0,28.0,1,0,0.0,0.0,0,0,1,0,0
1534,0,0,0,0,2,1.0,2,214,7,0,1,1,5.0,6.0,0,0,1.0,1.0,0,0,0,0,0
1535,0,0,0,0,2,1.0,1,172,14,0,0,3,15.0,26.0,0,0,8.0,10.0,0,0,1,0,0
1536,0,0,0,0,2,1.0,1,296,41,0,0,0,14.0,18.0,0,0,8.0,9.0,0,0,0,0,0
1537,0,1,1,0,3,3.0,4,224,8,0,5,6,6.0,12.0,6,6,4.0,5.0,2,7,9,8,8
1538,0,0,0,0,0,,0,350,11,0,2,2,13.0,23.0,0,0,4.0,6.0,2,0,1,0,1
1539,0,2,1,1,2,1.0,0,86,46,0,0,0,1.0,3.0,6,0,0.0,0.0,0,0,7,0,0
1540,0,0,0,0,2,3.0,0,200,2,1,4,4,9.0,14.0,0,0,3.0,5.0,0,0,0,0,0
1541,0,0,0,0,2,0.0,2,64,5,0,2,2,6.0,13.0,0,0,5.0,5.0,3,0,3,0,2
1542,0,3,1,1,5,3.0,7,76,11,0,1,3,4.0,7.0,0,0,2.0,2.0,0,0,0,1,0
1543,0,0,0,0,2,1.0,2,220,6,0,4,4,15.0,22.0,0,0,7.0,10.0,0,0,0,0,0
1544,0,1,1,0,3,1.0,1,37,5,0,1,1,1.0,1.0,1,1,1.0,1.0,0,1,1,1,1
1545,0,0,0,0,6,2.0,7,277,7,0,1,5,7.0,13.0,0,0,7.0,7.0,0,0,0,0,0
1546,0,0,0,0,2,4.0,0,207,3,1,1,1,15.0,21.0,0,0,1.0,2.0,0,1,1,1,1
1547,0,0,0,0,1,6.0,0,238,6,0,3,6,6.0,17.0,0,0,2.0,3.0,1,0,0,0,0
1548,0,0,0,0,1,3.0,0,49,24,0,0,1,5.0,5.0,0,0,3.0,3.0,1,0,0,0,0
1549,0,1,1,0,4,0.0,3,46,5,0,1,2,4.0,6.0,0,0,2.0,4.0,0,0,0,0,0
1550,0,0,0,0,0,,0,92,23,0,0,1,1.0,7.0,0,0,1.0,1.0,0,0,0,0,0
1551,0,0,0,0,0,,0,12,12,0,1,1,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0
1552,0,1,0,1,0,8.0,1,121,8,0,1,1,2.0,3.0,0,0,1.0,1.0,2,0,1,0,1
1553,0,1,1,0,8,1.0,3,122,15,0,0,1,6.0,10.0,0,0,4.0,4.0,0,0,0,1,0
1554,0,0,0,0,12,5.0,7,197,3,1,7,9,15.0,38.0,0,0,8.0,9.0,3,0,0,0,0
1555,0,0,0,0,8,1.0,19,294,2,1,9,13,20.0,44.0,0,0,10.0,12.0,3,0,2,0,0
1556,0,14,2,0,6,1.0,2,61,10,0,1,3,1.0,8.0,1,0,,,2,0,1,2,1
1557,0,3,0,0,1,6.0,2,154,5,0,1,2,2.0,1.0,2,1,1.0,1.0,2,1,3,2,2
1558,0,0,0,0,1,1.0,1,102,42,0,0,0,4.0,5.0,0,0,0.0,1.0,1,0,0,0,0
1559,0,0,0,0,1,1.0,2,95,2,1,2,3,7.0,14.0,0,0,3.0,3.0,0,0,0,0,0
1560,0,0,0,0,0,13.0,0,204,20,0,0,5,11.0,14.0,0,0,8.0,8.0,0,1,1,1,1
1561,0,1,1,0,1,0.0,1,278,19,0,0,1,9.0,22.0,0,0,1.0,2.0,0,0,1,1,0
1562,0,0,0,0,1,1.0,1,40,10,0,1,2,3.0,3.0,0,0,0.0,0.0,0,0,0,0,0
1563,0,1,1,0,2,0.0,4,91,13,0,0,1,1.0,2.0,0,0,,,0,0,0,0,0
1564,0,5,1,1,2,1.0,1,236,22,0,0,1,1.0,3.0,4,0,0.0,1.0,0,0,5,1,0
1565,0,0,0,0,1,5.0,1,370,12,0,1,3,12.0,24.0,0,0,5.0,6.0,1,0,0,0,0
1566,0,1,1,0,1,3.0,0,80,10,0,1,1,2.0,3.0,0,0,0.0,1.0,0,0,0,1,0
1567,0,0,0,0,3,1.0,1,252,4,0,2,6,23.0,36.0,0,0,7.0,11.0,0,0,0,0,0
1568,0,3,3,0,3,1.0,6,123,5,0,3,6,8.0,22.0,0,0,2.0,4.0,0,0,0,2,0
1569,0,1,1,0,3,0.0,3,246,10,0,1,4,6.0,10.0,2,1,4.0,6.0,3,3,5,4,4
1570,0,2,0,1,3,0.0,2,171,2,1,2,5,6.0,8.0,1,0,3.0,3.0,0,0,2,0,0
1571,0,0,0,0,12,0.0,11,28,18,0,0,3,4.0,4.0,0,0,1.0,2.0,2,0,1,0,1
1572,0,0,0,0,6,2.0,4,166,5,0,1,2,7.0,9.0,1,0,3.0,4.0,2,0,2,0,1
1573,0,1,1,0,0,,0,212,6,0,3,4,15.0,26.0,0,0,2.0,3.0,0,0,1,0,0
1574,0,0,0,0,1,1.0,1,103,7,0,1,3,7.0,11.0,0,0,1.0,1.0,0,0,1,0,0
1575,0,0,0,0,0,,0,212,43,0,0,0,4.0,9.0,0,0,2.0,3.0,0,0,0,0,0
1576,0,1,0,1,0,18.0,0,171,16,0,0,4,21.0,27.0,0,0,12.0,14.0,0,0,0,0,0
1577,0,0,0,0,0,,0,21,11,0,1,2,2.0,2.0,0,0,,,0,0,0,0,0
1578,0,0,0,0,5,4.0,3,209,4,0,3,7,12.0,20.0,1,0,10.0,10.0,3,0,1,0,1
1579,0,2,2,0,0,8.0,1,159,16,0,0,1,4.0,10.0,0,0,2.0,2.0,3,0,1,1,0
1580,0,0,0,0,0,,0,255,7,0,2,3,9.0,13.0,0,0,1.0,2.0,0,0,0,0,0
1581,0,1,0,1,8,3.0,14,205,14,0,0,1,2.0,3.0,5,1,1.0,1.0,0,1,5,1,1
1582,0,0,0,0,5,0.0,8,23,3,1,3,5,3.0,4.0,0,0,2.0,2.0,0,0,0,0,0
1583,0,0,0,0,4,0.0,1,151,7,0,4,7,13.0,26.0,0,0,1.0,2.0,0,0,0,0,0
1584,0,1,1,0,1,1.0,1,101,15,0,0,5,8.0,18.0,0,0,4.0,5.0,0,0,1,1,0
1585,0,0,0,0,5,3.0,11,134,3,1,2,10,10.0,23.0,0,0,4.0,5.0,3,0,0,0,0
1586,0,2,1,1,25,1.0,33,149,2,1,12,19,25.0,20.0,0,0,20.0,22.0,3,1,5,2,3
1587,0,0,0,0,2,1.0,2,115,7,0,1,1,3.0,3.0,2,0,1.0,1.0,0,1,3,1,1
1588,0,0,0,0,10,0.0,7,242,2,1,1,3,8.0,12.0,3,2,5.0,6.0,0,2,6,2,2
1589,0,0,0,0,0,10.0,1,126,2,2,4,11,24.0,34.0,1,1,4.0,4.0,0,1,1,1,1
1590,0,10,10,0,3,1.0,0,261,9,0,1,1,3.0,9.0,0,0,1.0,1.0,1,0,2,2,0
1591,0,0,0,0,2,1.0,5,238,6,0,3,11,8.0,15.0,0,0,3.0,5.0,2,1,3,1,2
1592,0,0,0,0,0,,0,246,3,1,2,2,6.0,12.0,0,0,2.0,2.0,0,0,0,0,0
1593,0,0,0,0,2,0.0,2,252,9,0,1,5,8.0,16.0,0,0,0.0,1.0,3,0,1,0,1
1594,0,0,0,0,1,2.0,2,187,7,0,1,5,9.0,13.0,0,0,0.0,0.0,0,0,0,0,0
1595,0,0,0,0,1,0.0,1,17,7,0,1,2,2.0,2.0,0,0,2.0,2.0,0,0,0,0,0
1596,0,1,1,0,13,0.0,19,215,1,1,3,9,11.0,24.0,0,0,8.0,9.0,0,0,7,0,0
1597,0,10,1,0,8,1.0,10,208,2,1,3,4,9.0,15.0,4,2,3.0,3.0,1,3,8,7,3
1598,0,0,0,0,1,4.0,2,57,9,0,2,5,8.0,11.0,0,0,5.0,6.0,0,0,0,0,0
1599,0,0,0,0,0,12.0,0,164,12,0,1,5,9.0,22.0,0,0,1.0,2.0,0,0,0,0,0
1600,0,1,1,0,0,16.0,0,82,14,0,0,3,3.0,9.0,2,1,0.0,1.0,0,1,3,1,1
1601,0,0,0,0,3,2.0,0,124,13,0,0,4,7.0,18.0,0,0,0.0,0.0,0,0,0,0,0
1602,0,1,1,0,5,0.0,6,357,3,1,5,11,24.0,35.0,1,1,3.0,3.0,0,1,1,2,1
1603,0,0,0,0,1,4.0,4,13,8,0,1,2,1.0,2.0,0,0,,,0,0,0,0,0
1604,0,21,15,0,11,1.0,5,73,23,0,0,1,1.0,3.0,4,4,1.0,1.0,0,4,5,13,4
1605,0,0,0,0,1,1.0,0,54,8,0,2,5,10.0,15.0,0,0,1.0,3.0,0,0,0,0,0
1606,0,0,0,0,0,18.0,0,121,5,0,2,4,13.0,17.0,0,0,6.0,8.0,0,0,0,0,0
1607,0,0,0,0,1,4.0,0,300,7,0,1,2,7.0,13.0,1,1,3.0,4.0,0,1,6,1,1
1608,0,0,0,0,0,,0,223,26,0,0,0,3.0,7.0,0,0,,,0,0,0,0,0
1609,0,0,0,0,5,2.0,17,201,8,0,5,9,11.0,29.0,0,0,1.0,3.0,0,0,4,0,0
1610,0,1,0,0,1,2.0,1,239,5,0,1,1,4.0,14.0,4,1,1.0,1.0,0,2,7,2,2
1611,0,0,0,0,1,6.0,0,43,2,1,4,9,9.0,11.0,0,0,4.0,4.0,0,0,0,0,0
1612,0,0,0,0,1,1.0,0,189,44,0,0,0,9.0,15.0,2,0,4.0,4.0,2,2,8,2,3
1613,0,4,3,0,8,1.0,9,88,14,0,0,2,2.0,2.0,2,0,0.0,2.0,0,0,2,0,0
1614,0,0,0,0,0,7.0,2,143,7,0,3,7,11.0,11.0,1,1,7.0,9.0,3,1,1,1,1
1615,0,4,1,1,2,0.0,7,217,8,0,1,1,16.0,17.0,11,2,8.0,9.0,3,3,15,4,6
1616,0,1,1,0,5,2.0,8,21,3,1,2,3,2.0,2.0,1,1,2.0,2.0,0,1,1,2,1
1617,0,0,0,0,4,1.0,3,181,65,0,0,0,2.0,1.0,2,1,1.0,1.0,0,1,2,1,1
1618,0,3,3,0,3,1.0,6,96,3,1,1,4,3.0,15.0,0,0,2.0,2.0,0,0,1,3,0
1619,0,3,1,0,5,1.0,9,256,13,0,0,1,6.0,7.0,4,4,2.0,2.0,0,4,5,5,4
1620,0,0,0,0,0,,0,214,19,0,0,2,7.0,16.0,0,0,1.0,2.0,0,0,0,0,0
1621,0,0,0,0,1,3.0,1,233,13,0,0,3,16.0,30.0,0,0,3.0,6.0,0,0,0,0,0
1622,0,0,0,0,0,17.0,4,47,10,0,1,1,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0
1623,0,1,0,1,6,1.0,6,279,3,1,1,1,2.0,4.0,7,0,0.0,0.0,0,0,7,0,0
1624,0,0,0,0,3,4.0,15,235,5,0,4,9,5.0,25.0,0,0,2.0,3.0,2,0,1,0,1
1625,0,1,0,0,0,12.0,1,294,8,0,2,7,11.0,17.0,1,0,4.0,7.0,0,0,2,0,0
1626,0,0,0,0,0,24.0,1,133,16,0,0,2,3.0,6.0,2,1,0.0,2.0,2,1,2,1,2
1627,0,0,0,0,0,8.0,1,80,26,0,0,0,3.0,7.0,0,0,0.0,1.0,0,0,1,0,0
1628,0,2,1,0,7,1.0,9,204,5,0,2,6,8.0,17.0,1,0,4.0,4.0,0,1,3,1,1
1629,0,0,0,0,3,2.0,1,15,4,0,3,4,4.0,4.0,0,0,1.0,1.0,0,0,0,0,0
1630,0,0,0,0,2,6.0,2,128,6,0,6,10,16.0,29.0,0,0,5.0,9.0,0,0,0,0,0
1631,0,5,5,0,5,1.0,5,141,17,0,0,4,10.0,19.0,0,0,6.0,8.0,0,0,2,5,0
1632,0,1,0,0,5,2.0,3,270,4,0,1,1,8.0,16.0,9,1,5.0,5.0,0,1,13,1,1
1633,0,3,2,1,0,23.0,0,110,23,0,0,2,5.0,7.0,3,0,1.0,2.0,0,0,3,0,0
1634,0,0,0,0,4,1.0,4,262,7,0,1,9,12.0,28.0,0,0,1.0,2.0,0,0,0,0,0
1635,0,4,2,0,2,1.0,0,116,13,0,0,1,3.0,6.0,0,0,1.0,2.0,1,0,3,2,0
1636,0,1,0,1,8,0.0,6,35,21,0,0,1,1.0,2.0,0,0,,,0,0,0,0,0
1637,0,0,0,0,0,,0,35,10,0,1,1,2.0,2.0,0,0,0.0,0.0,0,0,0,0,0
1638,0,0,0,0,0,,0,129,2,1,1,1,2.0,3.0,0,0,,,0,0,0,0,0
1639,0,2,0,0,3,0.0,2,109,4,0,4,5,4.0,8.0,0,0,2.0,3.0,0,0,1,0,0
1640,0,2,1,1,10,1.0,5,99,2,1,2,4,6.0,16.0,2,1,3.0,3.0,1,1,3,1,1
1641,0,4,1,0,1,5.0,0,169,23,0,0,1,5.0,7.0,2,1,0.0,0.0,0,1,3,3,1
1642,0,3,3,0,6,1.0,4,143,26,0,0,0,5.0,14.0,0,0,4.0,4.0,2,0,1,2,1
1643,0,0,0,0,1,0.0,1,183,7,0,1,1,12.0,16.0,0,0,0.0,1.0,0,0,0,0,0
1644,0,0,0,0,1,1.0,1,166,5,0,1,6,12.0,18.0,0,0,1.0,4.0,0,0,1,0,0
1645,0,0,0,0,1,6.0,0,275,3,1,1,5,13.0,21.0,0,0,0.0,0.0,0,0,0,0,0
1646,0,1,1,0,5,0.0,14,271,6,0,5,6,9.0,17.0,3,2,3.0,4.0,0,2,6,2,2
1647,0,0,0,0,0,7.0,11,55,10,0,2,4,7.0,9.0,0,0,2.0,2.0,0,0,0,0,0
1648,0,0,0,0,2,1.0,2,203,3,1,4,5,13.0,18.0,0,0,5.0,6.0,0,0,0,0,0
1649,0,1,1,0,3,1.0,8,43,1,2,7,12,18.0,17.0,0,0,6.0,12.0,0,0,0,1,0
1650,0,0,0,0,0,,0,15,15,0,0,1,1.0,1.0,0,0,,,0,0,0,0,0
1651,0,0,0,0,8,0.0,5,179,3,2,4,5,14.0,22.0,0,0,2.0,5.0,0,0,0,0,0
1652,0,3,0,1,0,12.0,0,177,8,0,2,5,4.0,9.0,9,2,3.0,3.0,0,2,9,2,2
1653,0,3,2,1,18,1.0,40,119,2,1,9,17,8.0,15.0,3,3,4.0,6.0,0,3,3,5,3
1654,0,4,3,1,6,0.0,4,76,7,0,4,7,4.0,15.0,0,0,4.0,4.0,0,0,0,1,0
1655,0,0,0,0,1,0.0,1,299,1,1,2,6,12.0,18.0,0,0,8.0,8.0,0,0,0,0,0
1656,0,0,0,0,0,7.0,2,366,11,0,1,1,4.0,7.0,4,4,1.0,3.0,0,4,4,4,4
1657,0,0,0,0,0,8.0,0,244,4,0,2,5,13.0,14.0,0,0,8.0,10.0,0,0,0,0,0
1658,0,0,0,0,2,1.0,1,134,12,0,1,3,3.0,9.0,0,0,2.0,2.0,0,0,0,0,0
1659,0,0,0,0,3,0.0,4,151,3,1,3,4,12.0,16.0,0,0,4.0,8.0,0,0,1,0,0
1660,0,2,2,0,1,0.0,1,118,44,0,0,0,1.0,9.0,2,0,0.0,0.0,0,0,3,0,0
1661,0,1,0,1,0,7.0,4,296,8,0,1,1,8.0,10.0,5,5,5.0,5.0,0,5,5,5,5
1662,0,3,3,0,18,1.0,13,105,5,0,2,4,4.0,6.0,0,0,2.0,3.0,0,0,0,1,0
1663,0,0,0,0,3,0.0,2,66,9,0,2,4,6.0,14.0,0,0,1.0,2.0,0,0,0,0,0
1664,0,0,0,0,0,,0,415,20,0,0,1,12.0,23.0,0,0,7.0,7.0,0,0,1,0,0
1665,0,0,0,0,4,3.0,0,17,5,0,3,4,4.0,4.0,0,0,1.0,3.0,0,0,0,0,0
1666,0,3,0,0,0,8.0,1,370,5,0,2,2,3.0,6.0,0,0,0.0,1.0,0,0,2,0,0
1667,0,1,1,0,1,3.0,0,117,8,0,1,3,8.0,10.0,1,0,2.0,4.0,0,0,2,1,0
1668,0,0,0,0,0,,0,201,9,0,3,7,9.0,12.0,0,0,7.0,8.0,0,0,5,0,0
1669,0,2,2,0,5,1.0,19,120,2,1,3,5,3.0,8.0,1,0,2.0,2.0,0,0,1,1,0
1670,0,1,0,1,11,0.0,13,98,2,1,7,11,10.0,24.0,0,0,3.0,4.0,0,0,0,0,0
1671,0,0,0,0,0,16.0,0,321,10,0,1,2,13.0,17.0,1,1,8.0,9.0,0,1,1,1,1
1672,0,0,0,0,3,1.0,2,153,10,0,2,5,11.0,26.0,0,0,4.0,5.0,3,0,0,0,0
1673,0,5,3,1,4,2.0,4,351,7,0,1,4,5.0,14.0,0,0,2.0,2.0,0,0,0,3,0
1674,0,0,0,0,0,13.0,1,274,3,1,3,8,10.0,28.0,0,0,1.0,2.0,0,0,0,0,0
1675,0,0,0,0,3,0.0,3,79,8,0,1,6,9.0,15.0,0,0,1.0,4.0,0,0,1,0,0
1676,0,1,1,0,14,1.0,15,36,5,0,8,8,9.0,8.0,0,0,4.0,4.0,0,0,0,0,0
1677,0,0,0,0,1,3.0,0,228,3,1,2,5,7.0,18.0,0,0,2.0,2.0,0,0,0,0,0
1678,0,0,0,0,8,0.0,4,270,6,0,1,1,7.0,11.0,0,0,4.0,4.0,0,0,0,0,0
1679,0,0,0,0,1,4.0,6,63,6,0,3,11,16.0,22.0,0,0,5.0,10.0,0,0,0,0,0
1680,0,1,1,0,1,4.0,15,102,3,1,5,10,8.0,17.0,8,2,6.0,6.0,3,4,9,4,6
1681,0,3,3,0,5,1.0,6,84,14,0,0,4,6.0,14.0,0,0,3.0,4.0,2,0,1,0,1
1682,0,0,0,0,0,7.0,0,109,7,0,1,1,1.0,1.0,2,0,0.0,0.0,0,0,2,0,0
1683,0,0,0,0,5,0.0,3,125,13,0,0,3,14.0,29.0,0,0,7.0,8.0,0,0,1,0,0
1684,0,0,0,0,1,5.0,0,98,4,0,5,11,13.0,14.0,0,0,6.0,7.0,0,0,0,0,0
1685,0,1,1,0,1,1.0,1,366,16,0,0,2,8.0,10.0,0,0,1.0,3.0,2,0,1,0,1
1686,0,0,0,0,9,1.0,17,224,7,0,1,7,12.0,20.0,1,1,6.0,8.0,3,1,4,1,2
1687,0,2,1,0,13,1.0,9,111,4,0,2,7,14.0,17.0,0,0,5.0,8.0,0,1,1,2,1
1688,0,1,1,0,4,0.0,7,280,4,0,1,3,13.0,19.0,0,0,7.0,7.0,0,0,0,1,0
1689,0,0,0,0,3,0.0,2,243,13,0,0,2,13.0,24.0,0,0,4.0,5.0,0,0,0,0,0
1690,0,0,0,0,6,0.0,11,170,2,1,2,6,13.0,28.0,0,0,7.0,8.0,0,0,2,0,0
1691,0,0,0,0,6,2.0,8,164,3,1,4,6,6.0,13.0,1,0,3.0,4.0,0,0,3,0,0
1692,0,1,0,0,4,0.0,2,64,14,0,0,1,1.0,1.0,0,0,,,1,0,1,0,0
1693,0,0,0,0,0,,0,219,9,0,3,3,8.0,10.0,1,1,4.0,7.0,1,1,2,1,1
1694,0,1,0,0,8,1.0,17,117,8,0,4,8,8.0,26.0,3,1,3.0,4.0,0,1,4,1,1
1695,0,3,0,1,0,,0,155,21,0,0,1,3.0,3.0,5,3,0.0,1.0,0,3,6,3,3
1696,0,1,0,0,0,22.0,0,249,21,0,0,1,9.0,13.0,1,0,1.0,2.0,2,1,2,1,2
1697,0,3,0,1,3,0.0,4,141,3,1,3,3,7.0,7.0,7,3,2.0,2.0,0,3,7,3,3
1698,0,0,0,0,1,2.0,0,138,18,0,0,1,1.0,2.0,0,0,,,0,0,1,0,0
1699,0,0,0,0,3,2.0,1,146,3,1,3,5,14.0,22.0,0,0,3.0,3.0,0,0,0,0,0
1700,0,0,0,0,3,5.0,1,127,5,0,3,4,8.0,12.0,1,1,1.0,1.0,0,1,1,1,1
1701,0,0,0,0,1,5.0,1,131,14,0,0,3,6.0,12.0,1,0,1.0,1.0,2,0,1,0,1
1702,0,0,0,0,7,1.0,4,236,52,0,0,0,5.0,5.0,0,0,2.0,2.0,0,0,0,0,0
1703,0,0,0,0,1,3.0,0,57,9,0,1,1,3.0,5.0,0,0,0.0,1.0,0,0,0,0,0
1704,0,0,0,0,1,2.0,1,237,2,2,3,4,9.0,18.0,0,0,4.0,5.0,0,0,0,0,0
1705,0,17,2,0,1,3.0,1,247,5,0,1,3,7.0,12.0,0,0,1.0,3.0,0,0,1,4,0
1706,0,0,0,0,1,1.0,1,151,47,0,0,0,8.0,16.0,1,1,2.0,2.0,0,1,4,1,1
1707,0,1,1,0,0,8.0,5,190,7,0,3,6,11.0,23.0,0,0,3.0,3.0,3,0,0,1,0
